vetr	NC
í	AP
Bjarnarhöfn	NC
með	AP
Birni	NC
,	-
bróður	NC
sínum	DP
.	NC
Síðan	NC
nam	VB
Auðr	VB
öll	AJ
Dalalönd	NC
milli	AP
Dögurðarár	NC
ok	CC
Skraumuhlaupsár	DQ
.	NC
Hon	NC
bjó	VB
í	AP
Hvammi	NC
.	NC
Hon	NC
hafði	VB
bænahald	AJ
í	AP
Krosshólum	NC
.	NC
Þar	NC
lét	VB
hon	PE
reisa	VB
krossa	NC
,	-
því	DD
at	CS
hon	PE
var	VB
skírð	AV
ok	AV
vel	AV
trúuð	NC
.	DP
Með	NC
henni	PE
kómu	VB
út	AV
margir	AJ
göfgir	AJ
menn	NC
,	-
þeir	DD
er	RP
herteknir	NC
höfðu	-
verit	VB
í	AP
vestrvíking	NC
ok	CC
váru	VB
kallaðir	VB
ánauðgir	PI
.	NC

	VB
Einn	AJ
af	AP
þeim	DD
hét	VB
Vífill	AP
.	NA
Hann	NC
var	VB
ættstórr	AJ
maðr	NC
ok	CC
hafði	VB
verit	VB
hertekinn	VB
fyrir	AP
vestan	AV
haf	NC
ok	CC
var	VB
kallaðr	VB
ánauðigr	VB
,	-
áðr	CS
Auðr	VB
leysti	VB
hann	PE
.	NC
Ok	NC
er	CS
Auðr	VB
gaf	VB
bústaði	AJ
skipverjum	NC
sínum	DP
,	-
þá	AV
spurði	VB
Vífill	AV
,	-
hví	PQ
Auðr	VB
gæfi	VB
honum	PE
engan	PI
bústað	NC
sem	CS
öðrum	VB
mönnum	NC
.	NC
Auðr	NC
kvað	VB
þat	DD
eigi	AV
mundu	VB
skipta	NC
,	-
kallaði	VB
hann	PE
þar	AV
göfgan	NC
mundu	VB
þykkja	VB
,	-
sem	CS
hann	PE
væri	VB
.	NC
Hon	NC
gaf	VB
honum	PE
Vífilsdal	NC
,	-
ok	CC
bjó	VB
hann	PE
þar	AV
.	VB
Hann	NC
átti	VB
þá	DD
konu	NC
,	-
er	RP
hét	VB
--	NP
--	NP
.	PI
Þeira	AP
synir	NC
váru	VB
þeir	DD
Þorbjörn	NC
ok	CC
Þorgeirr	PD
.	NC
Þeir	NC
váru	VB
efniligir	AJ
menn	NC
ok	CC
óxu	NC
upp	AV
með	AP
föður	NC
sínum	DP
.	NC



	VB
2	NA
.	NC
Eiríkr	NC
rauði	AJ
fann	VB
Grænland	CC
.	NC


	NC
Þorvaldr	-
hét	VB
maðr	NC
.	NA
Hann	NC
var	VB
sonr	NC
Ásvalds	AJ
Úlfssonar	AJ
,	-
Öxna	DD
-	-
Þórissonar	NC
.	NC
Eiríkr	DD
rauði	AJ
hét	VB
sonr	NC
hans	PE
.	NC
Þeir	AJ
feðgar	NC
fóru	VB
af	AP
Jaðri	NC
til	AP
Íslands	AV
fyrir	AP
víga	AJ
sakar	NC
ok	CC
námu	NC
land	NC
á	AP
Hornströndum	NC
ok	CC
bjuggu	NC
at	AP
Dröngum	AV
.	VB
Þar	NC
andaðist	NC
Þorvaldr	AJ
.	NC

	VB
Eiríkr	NP
fekk	VB
þá	AV
Þjóðhildar	NC
,	-
dóttur	NC
Jörundar	DQ
Úlfssonar	NC
ok	CU
Þorbjargar	AP
knarrarbringu	NC
,	-
er	RP
þá	AV
átti	VB
Þorbjörn	NC
inn	DD
haukdælski	AJ
.	NC
Réðst	NC
Eiríkr	VB
þá	AV
norðan	AV
ok	CC
ruddi	VB
land	NC
í	AP
Haukadal	NC
ok	CC
bjó	VB
á	AP
Eiríksstöðum	NC
hjá	AP
Vatnshorni	NC
.	NC

	VB
Þá	DD
felldu	NC
þrælar	VB
Eiríks	NC
skriðu	NC
á	AP
bæ	CS
Valþjófs	NC
á	AP
Valþjófsstöðum	NC
.	NC
Eyjólfr	NC
saurr	VB
,	-
frændi	NC
hans	PE
,	-
drap	VB
þrælana	NC
hjá	VP
Skeiðsbrekkum	AJ
upp	AV
frá	AP
Vatnshorni	NC
.	NC
Fyrir	NC
þat	DD
vá	NC
Eiríkr	NP
Eyjólf	AV
saur	NC
.	NA
Hann	NC
vá	NC
ok	AV
Hólmgöngu	AJ
-	-
Hrafn	DD
at	CS
Leikskálum	PD
.	NC
Geirsteinn	NC
ok	CU
Oddr	NC
á	AP
Jörva	NC
,	-
frændi	NC
Eyjólfs	NP
,	-
mæltu	VB
eftir	AP
hann	PE
.	NC

	NC
Þá	AJ
var	VB
Eiríkr	NP
gerr	AV
brott	AV
ór	AP
Haukadal	VB
.	NA
Hann	NC
nam	VB
þá	AV
Brokey	VP
ok	CC
Öxney	AV
ok	CC
bjó	VB
at	AP
Tröðum	NC
í	AP
Suðrey	NC
inn	DD
fyrsta	AJ
vetr	NC
.	NC
Þá	NC
léði	VB
hann	PE
Þorgesti	AP
setstokka	AJ
.	NC
Síðan	NC
fór	VB
Eiríkr	NC
í	AP
Öxney	NP
ok	CC
bjó	VB
á	AP
Eiríksstöðum	NC
.	NC
Þá	NC
heimti	VB
hann	PE
setstokkana	NC
ok	CC
náði	VB
eigi	AV
.	NC
Eiríkr	NC
sótti	VB
setstokkana	VB
á	AP
Breiðabólstað	NP
,	-
en	CC
Þorgestr	VP
fór	VB
eftir	AP
honum	PE
.	NC
Þeir	NC
börðust	AJ
skammt	AJ
frá	AP
garði	NC
at	CC
Dröngum	AV
.	VB
Þar	NC
fellu	VB
tveir	NA
synir	NC
Þorgests	NC
ok	CC
nökkurir	VB
menn	NC
aðrir	DQ
.	NC

	VB
Eftir	AV
þat	DD
höfðu	-
hvárirtveggju	PI
setu	NC
fjölmenna	NC
.	NC
Styrr	AP
veitti	VB
Eiríki	NC
ok	CC
Eyjólfr	AJ
ór	AP
Svíney	NC
,	-
Þorbjörn	NC
Vífilsson	NC
ok	CC
synir	NC
Þorbrands	NE
ór	AP
Álftafirði	NC
,	-
en	CC
Þorgesti	AV
veittu	VB
synir	NC
Þórðar	NC
gellis	NC
ok	CC
Þorgeirr	PE
ór	AP
Hítardal	NC
,	-
ok	CC
Áslákr	VB
ór	AP
Langadal	NC
ok	CU
Illugi	NC
,	-
sonr	NC
hans	PE
.	NC

	VB
Þeir	AJ
Eiríkr	VB
urðu	VB
sekir	AJ
á	AP
Þórsnessþingi	NC
.	NC
Hann	NC
bjó	VB
skip	NC
í	AP
Eiríksvági	AV
,	-
en	CC
Eyjólfr	NC
leyndi	VB
honum	PE
í	AP
Dímunarvági	NC
,	-
meðan	CS
þeir	DD
Þorgestr	VB
leituðu	VB
hans	PE
um	AP
eyjarnar	NC
.	DQ
Þeir	AJ
Þorbjörn	NC
ok	CC
Eyjólfr	NC
ok	CC
Styrr	AP
fylgðu	VB
Eiríki	NC
út	AV
um	AP
eyjarnar	NC
,	-
ok	CC
skilðust	VB
þeir	DD
með	AP
inni	AT
mestu	AJ
vináttu	NC
.	NC
Kveðst	NC
Eiríkr	NC
þeim	DD
skyldu	VB
verða	VB
at	AP
þvílíku	AJ
trausti	NC
,	-
ef	CS
hann	PE
mætti	VB
sér	PE
við	AP
koma	VB
ok	CC
kynni	NC
þeir	DD
hans	PE
at	IM
þurfa	VB
.	NC
Hann	NC
sagði	VB
þeim	DD
,	-
at	CS
hann	PE
ætlaði	VB
at	IM
leita	VB
lands	NC
þess	DD
,	-
er	RP
Gunnbjörn	VB
,	-
sonr	NC
Úlfs	AJ
kráku	NC
,	-
sá	DD
,	-
er	RP
hann	PE
rak	VB
vestr	AV
um	AP
haf	NC
ok	CC
hann	PE
fann	VB
Gunnbjarnarsker	AV
.	NC
Hann	NC
kveðst	VB
aftr	AV
mundu	VB
leita	VB
til	AP
vina	NC
sinna	DP
,	-
ef	CU
hann	PE
fyndi	VB
landit	NC
.	NC

	VB
Sigldi	NP
Eiríkr	VB
á	AP
haf	NC
undan	AP
Snæfellsjökli	NC
.	NC
Hann	NC
kom	VB
útan	AV
at	IM
jökli	VB
þeim	DD
,	-
er	RP
heitir	VB
Bláserkr	NC
.	NA
Hann	NC
fór	VB
þaðan	AV
suðr	AV
at	IM
leita	VB
,	-
ef	CS
þar	AV
væri	VB
byggjanda	NC
.	NC

	VB
Hann	NC
var	VB
inn	AT
fyrsta	NO
vetr	NC
í	AP
Eiríksey	NP
nær	AV
miðri	AJ
inni	AV
eystri	AJ
byggð	NC
.	DQ
Um	VB
várit	NC
eftir	VP
fór	VB
hann	PE
til	AP
Eiríksfjarðar	NC
ok	CC
tók	VB
sér	PE
þar	AV
bústað	NC
.	PI
Hann	NC
fór	VB
þat	DD
sumar	NC
í	AP
ina	DD
vestri	NP
óbyggð	AJ
ok	CC
gaf	VB
víða	AV
örnefni	NC
.	DQ
Hann	NC
var	VB
annan	NO
vetr	NC
í	AP
Eiríkshólmum	NC
við	VP
Hvarfsgnípu	NP
en	CC
it	AT
þriðja	AJ
sumar	NC
fór	VB
hann	PE
allt	AJ
norðr	AV
til	AP
Snæfells	NC
ok	CC
inn	AV
í	AP
Hrafnsfjörð	NC
.	NC
Þá	NC
þóttist	UA
hann	PE
kominn	VB
fyrir	AP
botn	NC
Eiríksfjarðar	NC
.	NC
Hverfr	VB
hann	PE
þá	AV
aftr	AV
ok	CC
var	VB
inn	AT
þriðja	NO
vetr	NC
í	AP
Eiríksey	NC
fyrir	AP
mynni	NC
Eiríksfjarðar	NC
.	NC

	VB
En	VB
eftir	VP
um	AP
sumarit	NC
fór	VB
hann	PE
til	VP
Íslands	AV
ok	CC
kom	VB
í	AP
Breiðafjörð	NC
.	NC
Hann	NC
var	VB
þann	DD
vetr	NC
með	AP
Ingólfi	NC
á	AP
Hólmlátri	NP
.	NC
Um	CC
várit	NC
börðust	VB
þeir	DD
Þorgestr	PE
,	-
ok	CC
fekk	VB
Eiríkr	NP
ósigr	NC
.	VB
Eftir	NC
þat	DD
váru	VB
þeir	DD
sættir	NC
.	NC

	VB
Þat	CC
sumar	NC
fór	VB
Eiríkr	NC
at	IM
byggja	VB
land	NC
þat	DD
,	-
er	RP
hann	PE
hafði	VB
fundit	VB
ok	CU
hann	PE
kallaði	VB
Grænland	AV
,	-
því	DD
at	CS
hann	PE
kvað	VB
menn	NC
þat	DD
mjök	AV
mundu	VB
fýsa	VB
þangat	AV
,	-
ef	CS
landit	NC
héti	VB
vel	AV
.	NC

	VB
[	NC
Svá	NC
segir	VB
Ari	AP
Þorgilsson	NA
,	-
at	CS
þat	DD
sumar	NC
fór	VB
hálfr	NC
þriði	NO
tögr	AJ
skipa	VB
til	AP
Grænlands	NC
ór	AP
Breiðafirði	NC
og	AP
Borgarfirði	NP
,	-
en	CC
fjórtán	AJ
kómust	NC
út	AV
.	NC
Sum	NC
rak	VB
aftr	AV
,	-
en	CC
sum	FW
týndust	NC
.	NC
Þat	CC
var	VB
fimmtán	VB
vetrum	NC
fyrr	AV
en	CC
kristni	NP
var	VB
í	AP
lög	NC
tekin	VB
á	AP
Íslandi	NC
.	NC
Eiríkr	NC
nam	VB
síðan	AV
Eiríksfjörð	NC
ok	CC
bjó	VB
í	AP
Brattahlíð	AT
.	DQ
]	NC
.	NC



	VB
3	NA
.	NC
Þorbjörn	NC
Vífilsson	NC
ferr	VB
til	AP
Grænlands	NC
.	NC


	NC
Þorgeirr	PE
Vífilsson	NC
kvángaðist	AJ
ok	CC
fekk	VB
Arnóru	PE
,	-
dóttur	NC
Einars	UA
frá	AP
Laugarbrekku	VB
,	-
Sigmundarsonar	AV
,	-
Ketilssonar	NC
þistils	VB
,	-
er	RP
numit	VB
hafði	VB
Þistilsfjörð	AP
.	NC

	VB
Önnur	NC
dóttir	NC
Einars	NP
hét	VB
Hallveig	NC
.	NC
Hennar	DD
fekk	VB
Þorbjörn	NC
Vífilsson	NC
ok	CC
tók	VB
með	AP
land	NC
á	AP
Laugarbrekku	VB
,	-
á	AP
Hellisvöllum	NP
.	NC
Réðst	NC
Þorbjörn	NC
þangat	AV
byggðum	NC
ok	CC
gerðist	VB
göfugmenni	NC
mikit	AJ
.	NC
Hann	NC
var	VB
góðr	AJ
bóndi	NC
ok	CC
hafði	VB
rausnarráð	NC
.	NC
Guðríðr	NC
hét	VB
dóttir	NC
Þorbjarnar	NC
.	NC
Hon	NC
var	VB
kvenna	NC
vænst	AJ
ok	CC
inn	DD
mesti	AJ
skörungr	NC
í	AP
öllu	UA
athæfi	NC
sínu	DP
.	NC

	VB
Maðr	AJ
hét	VB
Ormr	FW
,	-
er	RP
bjó	VB
at	AP
Arnarstapa	PD
.	NC
Hann	NC
átti	VB
konu	NC
,	-
er	RP
Halldís	UA
hét	VB
.	NC
Ormr	NC
var	VB
góðr	AJ
bóndi	NC
ok	CC
vinr	NC
Þorbjarnar	NC
mikill	AJ
,	-
ok	CC
var	VB
Guðríðr	VP
þar	AV
löngum	NC
at	AP
fóstri	NC
með	AP
honum	PE
.	NC

	VB
Þorgeirr	NP
hét	VB
maðr	NC
.	NA
Hann	NC
bjó	VB
at	AP
Þorgeirsfelli	NA
.	NC
Hann	NC
var	VB
auðigr	AJ
at	AP
fé	NC
ok	CC
hafði	VB
verit	VB
leysingi	AJ
.	NC
Hann	NC
átti	VB
son	NC
,	-
er	RP
Einarr	AV
hét	VB
.	NA
Hann	NC
var	VB
vænn	AJ
maðr	NC
ok	CC
vel	AV
mannaðr	NC
.	NC
Hann	NC
var	VB
ok	AV
skartsmaðr	NC
mikill	AJ
.	NC
Einarr	NC
var	VB
í	AP
siglingum	NC
meðal	AP
landa	NC
,	-
ok	CC
tókst	VB
honum	PE
þat	DD
vel	AV
.	VB
Var	VB
hann	PE
jafnan	AV
sinn	DP
vetr	NC
hvárt	PQ
á	AP
Íslandi	NC
eða	CC
í	AP
Nóregi	NC
.	NC

	VB
Nú	NC
er	VB
frá	AP
því	DD
at	IM
segja	VB
eitt	NA
haust	NC
,	-
þá	AV
er	CS
Einarr	AV
var	VB
á	AP
Íslandi	NC
,	-
at	CS
hann	PE
fór	VB
með	AP
varning	NC
sinn	DP
út	AV
eftir	AP
Snæfellströnd	NC
ok	CC
vildi	VB
selja	VB
.	NC
Hann	NC
kemr	VB
til	AP
Arnarstapa	NC
.	NC
Ormr	NC
býðr	VB
honum	PE
þar	AV
at	IM
vera	VB
,	-
ok	CC
þat	DD
þiggr	VB
Einarr	VB
,	-
því	DD
at	CS
þar	AV
var	VB
vinátta	NC
við	AP
körin	NC
.	AJ
Var	NC
borinn	VB
inn	DD
varningr	NC
hans	PE
í	AP
eitt	NA
útibúr	NC
.	NC
Einarr	NC
braut	VB
upp	AV
varning	NC
sinn	DP
ok	CC
sýndi	VB
Ormi	NC
ok	CC
heimamönnum	AJ
ok	CC
bauð	VB
honum	PE
af	AP
at	IM
hafa	VB
slíkt	AJ
er	CS
hann	PE
vildi	VB
.	NC
Ormr	NC
þá	DD
þetta	DD
ok	CC
talði	VB
Einar	AJ
vera	VB
góðan	AJ
fardreng	NC
ok	CU
auðnumann	AV
mikinn	AJ
.	NC
En	AJ
er	CS
þeir	DD
heldu	VB
á	AP
varninginum	NC
,	-
gekk	VB
kona	NC
fyrir	AP
útibúrsdyrrin	NC
.	NC

	VB
Einarr	VB
spurði	VB
Orm	AJ
,	-
hver	PQ
væri	NC
sú	DD
in	DD
fagra	AJ
kona	NC
,	-
er	CS
þar	AV
gekk	VB
fyrir	AP
dyrrin	NC
,	-
-	-
"	-
ek	PE
hefi	VB
eigi	AV
hana	PE
hér	AV
fyrr	AV
sét	VB
.	NC
"	-

	FW
Ormr	FW
svaraði	VB
:	-
"	-
Þat	AV
er	VB
Guðríðr	NC
,	-
fóstra	NC
mín	DP
,	-
dóttir	NC
Þorbjarnar	NC
at	VP
Laugarbrekku	VB
.	NC
"	-

	VB
Einarr	VB
mælti	VB
:	-
"	-
Hon	NC
mun	VB
vera	VB
kostr	NC
góðr	AJ
.	NC
Eða	NC
hafa	VB
nökkurir	VB
menn	NC
til	AP
komit	VB
at	IM
biðja	VB
hennar	PE
?	-
"	-

	VB
Ormr	NC
svarar	VB
:	-
"	-
Beðit	AV
hefir	VB
hennar	PE
víst	AJ
verit	VB
,	-
ok	CC
liggr	VB
þat	DD
eigi	AV
laust	AJ
fyrir	AP
.	NC
Finnst	NC
þat	DD
á	VB
,	-
at	CS
hon	PE
mun	VB
vera	VB
mannvönd	NC
ok	CC
svá	AV
faðir	NC
hennar	PE
.	NC
"	-

	VB
"	-
Svá	NC
,	-
með	AP
því	DD
,	-
"	-
sagði	VB
Einarr	NP
,	-
"	-
at	CS
hér	AV
er	VB
sú	DD
kona	NC
,	-
er	RP
ek	PE
ætla	VB
mér	PE
at	IM
biðja	VB
,	-
ok	CC
vilda	VB
ek	PE
,	-
at	CU
þessa	DD
mála	NC
leitaðir	VB
þú	PE
við	AP
Þorbjörn	NC
,	-
föður	NC
hennar	PE
,	-
ok	CC
legðir	VB
allan	AJ
hug	NC
á	VP
,	-
at	CU
þetta	DD
mætti	NC
framgengt	AJ
verða	VB
.	NC
Skal	VB
ek	PE
þér	PE
fullkomna	AJ
vináttu	NC
fyrir	AP
gjalda	VB
,	-
ef	CU
ek	PE
get	VB
ráðit	VB
.	NC
Má	NP
Þorbjörn	NC
bóndi	NC
þat	DD
sjá	VB
,	-
at	CS
okkr	PE
væri	VB
vel	AV
hentar	AJ
tengðir	AV
,	-
því	DD
at	CS
hann	PE
er	VB
sómamaðr	VB
mikill	AJ
ok	CC
á	AP
staðfestu	NC
góða	AJ
,	-
en	CC
lausafé	NC
hans	PE
er	VB
mér	PE
sagt	VB
heldr	AV
á	AP
förum	NC
.	NC
En	VB
mik	PE
skortir	VB
hvárki	CC
land	NC
né	CC
lausafé	NC
ok	CC
okkr	PE
feðga	NC
,	-
ok	CC
myndi	VB
Þorbirni	NC
verða	VB
at	AP
þessu	DD
inn	DD
mesti	AJ
styrkr	NC
,	-
ef	CU
þetta	DD
tækist	VB
.	NC
"	-

	VB
Ormr	FW
segir	VB
:	-
"	-
Víst	VB
þykkjumst	VB
ek	PE
vinr	NC
þinn	DP
vera	VB
,	-
en	CC
þó	AV
em	VB
ek	PE
eigi	AV
við	AP
mitt	DP
ráð	NC
fúss	AJ
,	-
at	CU
vit	PE
berim	VB
þetta	DD
upp	AV
,	-
því	DD
at	CS
Þorbjörn	NC
er	VB
skapstórr	NC
ok	CC
þó	AV
metnaðarmaðr	NC
mikill	AJ
.	NC
"	-

	VB
Einarr	VB
kveðst	VB
ekki	DQ
vilja	VB
annat	DQ
en	CC
upp	AV
væri	VB
borit	VB
bónorðit	NC
.	NC
Ormr	NC
kvað	VB
hann	PE
ráða	NC
skyldu	AV
.	NC
Ferr	NC
Einarr	VB
suðr	AV
aftr	AV
,	-
unz	CS
hann	PE
kemr	VB
heim	AV
.	NC

	VB
Nökkuru	CS
síðar	AV
hafði	VB
Þorbjörn	NC
haustboð	NC
,	-
sem	CS
hann	PE
átti	VB
vanða	NC
til	AP
,	-
því	DD
at	CS
hann	PE
var	VB
stórmenni	NC
mikit	AJ
.	NC
Kom	NC
þar	AV
Ormr	NC
frá	AP
Arnarstapa	NC
ok	CC
margir	AJ
aðrir	NO
vinir	NC
Þorbjarnar	VB
.	PI

	NC
Ormr	NC
kom	VB
at	AP
máli	NC
við	AP
Þorbjörn	NC
ok	CC
sagði	VB
,	-
at	CS
Einarr	VB
var	VB
þar	AV
skömmu	NC
,	-
frá	AP
Þorgeirsfelli	FN
,	-
ok	CC
gerðist	VB
inn	DD
efniligsti	AJ
maðr	NC
.	VB
Hefr	NC
Ormr	NC
nú	AV
upp	AV
bónorðit	NC
fyrir	AP
hönd	DQ
Einars	NC
ok	CU
segir	VB
þat	DD
vel	AV
hent	VB
fyrir	AP
sumra	AJ
hluta	NC
sakar	NC
.	AJ
"	-
Má	VB
þér	PE
,	-
bóndi	NC
,	-
verða	VB
at	AP
styrkr	NC
mikill	AJ
fyrir	AP
fjárkosta	VB
sakar	NC
.	AJ
"	-

	VB
Þorbjörn	NC
svarar	VB
:	-
"	-
Eigi	NP
varði	VB
mik	PE
slíkra	AJ
orða	NC
af	AP
þér	PE
,	-
at	CS
ek	PE
mynda	VB
gifta	VB
þrælssyni	NC
dóttur	NC
mína	DP
.	NC
Ok	VB
þat	DD
finnið	VB
þér	PE
nú	AV
,	-
at	CS
fé	NC
mitt	DP
þverr	VB
,	-
er	RP
slíkt	AJ
ráð	NC
gefið	VB
mér	PE
.	NC
Ok	CS
eigi	AV
skal	VB
hon	PE
með	AP
þér	PE
vera	VB
lengr	AV
,	-
er	RP
þér	PE
þótti	VB
hon	PE
svá	AV
lítils	AJ
gjaforðs	NP
verð	NC
.	NC
"	-

	VB
Síðan	NP
fór	VB
Ormr	NC
heim	AV
ok	CC
hverr	PQ
annarr	NO
boðsmanna	AJ
til	AP
sins	AJ
heimilis	NC
.	NC
Guðríðr	NC
var	VB
eftir	VP
með	AP
föður	NC
sínum	DP
ok	CC
var	VB
heima	AV
þann	DD
vetr	NC
.	NC

	VB
En	VB
at	AP
vári	NC
hafði	VB
Þorbjörn	NC
vinaboð	NP
,	-
ok	CC
kom	VB
þar	AV
margt	AJ
manna	NC
,	-
ok	CC
var	VB
in	AT
bezta	AJ
veizla	NC
.	DQ
Ok	CC
at	AP
veizlunni	NC
krafði	VB
Þorbjörn	NC
sér	PE
hljóðs	NC
ok	CC
mælti	VB
:	-
"	-
Hér	UA
hefi	VB
ek	PE
búit	VB
langa	AJ
ævi	NC
,	-
ok	CC
hefi	VB
ek	PE
reynt	VB
góðvilja	NC
manna	NC
við	AP
mik	PE
ok	CC
ástúð	NP
.	NC
Kalla	VB
ek	PE
vel	AV
farit	VB
hafa	VB
vár	NC
skipti	NC
.	NC
En	VB
nú	AV
tekr	VB
hagr	NC
minn	DP
at	AP
óhægjast	AJ
fyrir	AP
lausafjár	NC
sakar	NC
,	-
en	CU
hér	AV
til	AP
hefir	VB
kallat	VB
verit	VB
heldr	AV
virðingarráð	NC
.	AJ
Nú	NC
vil	VB
ek	PE
fyrr	AV
búinu	NC
bregða	VB
en	CS
sæmðinni	NC
týna	VB
.	NC
Ætla	VB
ek	PE
fyrr	AV
af	AP
landi	NC
fara	VB
en	CS
ætt	NC
mína	DP
svívirða	NC
ok	CC
vitja	VB
heita	VB
Eiríks	NC
ins	DD
rauða	AJ
,	-
vinar	NC
míns	DP
,	-
er	RP
hann	PE
hafði	VB
,	-
þá	AV
er	RP
vit	PE
skilðum	VB
á	AP
Breiðafirði	NC
.	NC
Ætla	VB
ek	PE
nú	AV
at	IM
fara	VB
til	AP
Grænlands	NP
í	AP
sumar	NC
,	-
ef	CS
svá	AV
ferr	VB
sem	CU
ek	PE
vilda	VB
.	UA
"	-

	VB
Mönnum	PD
þótti	NC
mikil	AJ
þessi	DD
ráðabreytni	NC
,	-
því	DD
at	CS
Þorbjörn	NC
var	VB
vinsæll	AJ
maðr	NC
,	-
en	CC
þóttust	NC
vita	VB
,	-
at	CS
Þorbjörn	NC
mundi	VB
svá	AV
fremi	AV
þetta	DD
upp	AV
hafa	VB
kveðit	VB
,	-
at	CS
ekki	PI
myndi	VB
tjóa	VB
at	AP
letja	AJ
hann	PE
.	VB
Gaf	NC
Þorbjörn	NC
mönnum	AJ
gjafar	NC
,	-
ok	CC
var	VB
brugðit	VB
veizlunni	NC
.	DQ
Síðan	NC
fór	VB
hverr	DQ
til	AP
síns	DP
heima	AV
.	NC

	VB
Þorbjörn	NC
selr	VB
lönd	NC
sín	DP
ok	CC
kaupir	VB
sér	PE
skip	NC
,	-
er	RP
uppi	AV
stóð	VB
í	AP
Hraunhafnarósi	NC
.	NC
Réðust	NC
til	AP
ferðar	NC
með	AP
honum	PE
þrír	NA
tigir	NC
manna	NC
.	NC
Var	NC
þar	AV
í	AP
ferð	NC
Ormr	NC
frá	AP
Arnarstapa	NC
ok	CU
kona	NC
hans	PE
ok	CC
aðrir	NO
vinir	NC
Þorbjarnar	VB
,	-
þeir	DD
er	RP
eigi	AV
vildu	VB
við	AP
hann	PE
skilja	VB
.	NC

	VB
Síðan	NC
létu	VB
þeir	DD
í	AP
haf	NC
,	-
ok	CC
er	CS
þeir	DD
váru	VB
í	AP
hafi	NC
,	-
tók	VB
af	AP
byri	NC
.	NC
Fengu	NC
þeir	DD
hafvillur	VB
,	-
ok	CC
fórst	NC
þeim	DD
ógreitt	NC
um	AP
sumarit	NC
.	VB
Því	NO
næst	AJ
kom	VB
sótt	VB
í	AP
lið	NC
þeira	DD
,	-
ok	CC
